NAF 1st Class,NAF 2nd Class,Description
65,,"Au-delà du versement des retraites, elle développe son offre de service pour tous les assurés et mène une action sociale en direction des plus fragiles."
65,,"Pour accompagner avec bienveillance et pédagogie tous les assurés dans leur préparation à la retraite, l’Assurance retraite a multiplié les canaux d’information"
65,,"En l’état actuel, la réglementation ne change pas. Les concertations n’ont pas débuté et aucun projet de loi n’a été déposé."
65,,L’Assurance retraite informera au fur et à mesure de toute évolution législative qui aurait une incidence sur le système de retraite français et sur la situation de ses assurés.
92,,les missions de l’Observatoire des jeux ont été transférées à l’OFDT le 1er juillet 2020.
92,,"Depuis sa mise en place, l’ensemble de la production de l’ODJ a été mise à disposition des citoyens, des professionnels et des décideurs sur son site Internet."
92,,"Les jeux d’argent et de hasard (JAH) sont définis comme « toutes opérations offertes au public, sous quelque dénomination que ce soit, pour faire naître l’espérance d’un gain qui serait dû, même partiellement, au hasard et pour lesquelles un sacrifice financier est exigé de la part des participants »"
92,,"Des jeux de tirage. Jeu de loterie où le joueur, en misant une somme d’argent, essaie de trouver quels seront les numéros gagnants qui sont tirés au hasard."
92,,"Pour cela, le joueur coche/sélectionne dans une grille un ou plusieurs numéros."
92,,Des jeux de grattage. Jeu de loterie où le joueur achète un ticket qui contient une ou plusieurs cases à gratter pour découvrir s’il a gagné.
92,,Des paris hippiques. Ce jeu consiste à parier de l’argent sur l’issue d’une course de chevaux.
92,,"Des paris sportifs. Ce jeu consiste à parier de l’argent sur l’issue d’une rencontre sportive (ex : préciser le score final, choisir un gagnant)."
92,,Du poker. Jeu de cartes qui se pratique à plusieurs joueurs qui misent de l’argent (le poker gratuit n’est pas inclus dans l’enquête).
92,,Le but du jeu est de remporter les jetons des adversaires en constituant la meilleure combinaison de cartes.
92,,Il comprend de nombreuses formes et variantes.
92,,Des machines à sous. Celles-ci se présentent sous une forme mécanique ou électronique.
92,,Le joueur doit insérer de l'argent pour actionner des rouleaux dont la combinaison finale permet de remporter ou non un gain.
92,,Les parties sont généralement très rapides.
92,,Des jeux de casino. Un casino est un lieu proposant des jeux d’argent et de hasard.
92,,"En dehors des machines à sous et du poker, les casinos gèrent d’autres jeux tels que : la roulette, le craps, le black jack et autres jeux de cartes, le baccara et autres jeux de dés."
92,,Tous ces types de jeux font l’objet d’une offre légale ouverte au public majeur par l’intermédiaire d’un réseau physique de vente et/ou sur Internet (sauf pour les machines à sous et jeux de casino).
92,,Ils sont régulés au titre de la réglementation des jeux d’argent et de hasard.
92,,D’autres types de jeux pouvant être assimilés à ces derniers sont pratiqués mais ne sont pas régulés. 
92,,Il s’agit notamment des paris sur des compétitions de e-sports (compétitions de jeux électroniques tels que League of Legends ou Super Smash Bros).
92,,"D’autres jeux peuvent être pratiqués avec mises et gains (non autorisés par la loi), impliquant au moins une part de hasard : des jeux de cartes, des jeux de société ou de stratégie, des jeux d’adresse (tels que le billard, les fléchettes, la pétanque, etc.)."
92,,"Par ailleurs, peuvent être considérés comme des JAH certains paris financiers de type hautement spéculatifs (le Forex et les options binaires, c'est-à-dire dont l'issue n'a que deux solutions)."
92,,Il s’agit de parier sur la hausse ou la baisse d'un actif financier ou d’une monnaie sur une période de temps très courte.
92,,"Dès le XIXe siècle, les casinos apparaissent"
92,,"suivis au XXe siècle par le PMU (Pari mutuel urbain, en 1931) et la Loterie nationale (en 1933)."
92,,Ces trois opérateurs de jeux se partagent encore actuellement en France la plus grande part du secteur du jeu.
92,,Le PMU bénéficie d’une situation de monopole pour commercialiser des paris hippiques (hors hippodromes) via son réseau de points de vente répartis sur le territoire national (plus de 13 000 points de vente recensés en 2021).
92,,"De même, la Française des jeux (FDJ) bénéficie d’une situation similaire pour la commercialisation de jeux de tirage/grattage et de paris sportifs en point de vente (environ 30 000 en 2021)"
92,,Les 202 établissements de casinos viennent étoffer cette offre physique en commercialisant des jeux de tables et de machines à sous.
92,,"Cette offre physique de jeux est complétée par une offre sur Internet où, depuis 2010, la France a mis en place un nouveau régime d’agréments d’opérateurs privés sur un secteur limité de jeux d’argent : paris sportifs, paris hippiques, jeux de cercle."
92,,Seuls les jeux de loterie en ligne restent sous monopole de la FDJ.
92,,"L’offre régulée de jeux d’argent et de hasard sur Internet se limite aux secteurs suivants : les jeux de loterie (tirage ou grattage), les paris sportifs, les paris hippiques et les jeux de cercle (poker)"
92,,"S’il était possible d’engager une prise de jeu aux paris sportifs et aux paris hippiques sur Internet via l’offre commerciale de la FDJ et du PMU, la loi du 12 mai 2010 a permis l’arrivée de nouveaux acteurs dans un secteur d’activité jusque-là sous monopole."
92,,"Avec une ouverture maîtrisée à la concurrence sur trois segments (paris sportifs, paris hippiques et jeux de cercle), la France a vu s’implanter sur son marché de nouveaux opérateurs."
92,,"L’industrie des jeux d’argent et de hasard draine plusieurs dizaines de milliers d’emplois directs et indirects et totalisait en 2021 un chiffre d’affaires de près de 10,7 milliards d'euros."
92,,"Les dépenses de jeu n’ont cessé de croître et représentent 11,7 % des dépenses liées aux loisirs et à la culture (contre 8,9 % en 2008)"
92,,"Actuellement, la dépense nette par habitant majeur s’élève à un peu plus de 200 euros (contre 169 euros en 2008)."
92,,"En France, la fiscalité des jeux est assise sur les mises (à l’exception des casinos), chaque activité faisant l’objet de prélèvements spécifiques."
92,,La réforme dessinée par la loi PACTE (plan d'action pour la croissance et la transformation des entreprises) en 2019 entraîne également une refonte partielle de la fiscalité associée aux jeux d’argent
92,,"pour les paris sportifs en ligne, l’assiette des prélèvements initialement assis sur le volume des mises est reportée sur le produit brut des jeux des opérateurs"
92,,"39 % des 17 ans ont répondu avoir joué à un jeu d’argent et de hasard au moins une fois dans l’année, alors qu’un sur dix y a joué au moins une fois par semaine."
92,,"Les jeux de tirage, de grattage ou jeux instantanés constituent la première catégorie de jeux pratiqués dans l’année à l’adolescence (31 %)."
92,,"Viennent ensuite les pronostics et les paris sportifs, rapportés par 17 % des adolescents, puis les « jeux de casino », déclarés par 3,6 % de joueurs"
92,,"En 2017, 1,6 % des jeunes de 17 ans ayant joué au moins une fois dans l’année présentent un risque élevé de jeu problématique, selon l’Indice canadien du jeu excessif"
